;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39
r2;0,94348112459436;0,9440615720094064;0,9419122733605542;0,9414419495810971;0,9400749118203452;0,9414663365293338;0,9397253513023477;0,9394190687231392;0,9376314460597343;0,9372358644697771;0,9364182353805037;0,9359008718286974;0,9343644833002342;0,9332843996196865;0,932558797199609;0,9311599887579205;0,9292399752247238;0,9306099276383322;0,929456053218894;0,9293228084344095;0,9279421995126514;0,9284720544856149;0,9269427032772282;0,928062742923092;0,927594752811325;0,9246053546116616;0,924638188447706;0,924198442549936;0,9237354150030086;0,9226624778290445;0,9207684137044425;0,9230007325176833;0,9180605370715818;0,9178874076148656;0,9141321368327904;0,913133056044086;0,9112545002158651;0,9106159301042148;0,9111155300659425
RMSE;4831,381536936674;4806,508427732593;4897,9773154832865;4917,766271853364;4974,837739976277;4916,7421445162645;4989,326481222947;5001,986923353355;5075,249730172085;5091,319542554514;5124,374576869203;5145,180804567939;5206,477952463303;5249,141483377345;5277,609259497686;5332,060220468402;5405,906968653236;5353,320555511765;5397,646721081444;5402,741906519553;5455,255303003637;5435,161521701649;5492,959267786508;5450,690423678837;5468,391501492849;5580,136605131288;5578,921417757848;5595,17460566979;5612,237419397172;5651,577743741733;5720,365186670481;5639,204916860406;5817,295644810704;5823,438068509237;5955,111634752558;5989,655591086641;6054,07433567775;6075,816404060341;6058,812640760408
eqs;7518,0;6997,0;6141,0;5446,0;4837,0;4495,0;3833,0;3358,0;2294,0;2084,0;1907,0;1448,0;1195,0;918,0;870,0;666,0;549,0;488,0;422,0;307,0;290,0;266,0;168,0;158,0;141,0;93,0;86,0;81,0;74,0;54,0;49,0;44,0;29,0;26,0;24,0;15,0;8,0;4,0;2,0
