;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39
r2;0,9455655079185808;0,9453446429074184;0,9448615361309393;0,9439903020229035;0,9436624795125326;0,9435764741284215;0,9429597261005347;0,9424181223861499;0,9405641479893223;0,9397454083297596;0,9396754585793825;0,9382993588231376;0,938056628494951;0,9364101093574227;0,9345050618734847;0,9340537698061895;0,9340566025683569;0,9331534273054489;0,9327269418319994;0,9310540348192666;0,9311326118116764;0,9306728625524187;0,9303328753495252;0,9305740206080839;0,9283504706520112;0,9257713998555159;0,9243280210269633;0,9251751412142966;0,9245370537811893;0,9240172766442406;0,9226032369349895;0,921440526525222;0,9198322935580338;0,9199030316739444;0,9189008390587927;0,915383348125497;0,9146718174694426;0,9093765768584909;0,9125044857104043
RMSE;4767,323557331019;4776,985345611804;4798,051136743578;4835,80919094821;4849,940442089436;4853,6410124485;4880,095737659068;4903,209524894439;4981,518956147872;5015,712268453361;5018,622802284791;5075,54145769148;5085,515248382251;5152,661111142211;5229,27412925876;5247,259325354726;5247,146624467315;5282,957459839788;5299,783470531152;5365,274776659483;5362,216531391553;5380,0854702319575;5393,2615738740915;5383,919385202478;5469,45699470593;5567,025057982019;5620,890006856317;5589,33955327898;5613,121195568357;5632,419178828055;5684,587291266225;5727,127121074303;5785,451675098686;5782,89863792322;5818,964684169271;5943,817406669418;5968,755493156642;6151,170603012327;6044,083214603345
eqs;7538,0;7031,0;6165,0;5468,0;4861,0;4521,0;3842,0;3377,0;2315,0;2095,0;1913,0;1455,0;1201,0;919,0;866,0;666,0;550,0;488,0;421,0;307,0;290,0;266,0;168,0;158,0;140,0;93,0;86,0;81,0;74,0;54,0;49,0;44,0;29,0;26,0;24,0;15,0;8,0;4,0;2,0
