;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39
r2;0,9449317967827745;0,9455909640798013;0,9452451685053792;0,9454063230516694;0,9447761887179269;0,9448469985862904;0,9442182833847165;0,9435943588250753;0,9434855696878617;0,9424586005860093;0,9429777565761883;0,9422523868406255;0,9407354564498637;0,940370278510779;0,9403383140907433;0,9391402646007952;0,938821834165896;0,9383783039749479;0,9383721491740348;0,937343583237706;0,937393893165904;0,9374340877370012;0,936082162803391;0,9355017007292217;0,9345849523951273;0,9326440754939335;0,932682457390409;0,9324982715241903;0,9312665364915443;0,9305656575341512;0,9298062644903347;0,9296763479953722;0,9270539228291845;0,9267875013303449;0,9256064032192581;0,9240090724590008;0,921374864809682;0,9162779485595886;0,9131192576708179
RMSE;4770,965950692313;4742,3257162535665;4757,371727597356;4750,365614978633;4777,70193460588;4774,637885290244;4801,774947425776;4828,554459907621;4833,208615271533;4876,9249659028155;4854,874567382636;4885,6559800157065;4949,408910193432;4964,6341961520675;4965,964660121218;5015,576903653255;5028,681041127006;5046,8766177299385;5047,128653516225;5089,072537461236;5087,028993457391;5085,395736030893;5140,044743723552;5163,3313405914805;5199,8964446021355;5276,473540396921;5274,969961299096;5282,181389450234;5330,156716437598;5357,2637412695985;5386,479872496005;5391,46229066057;5491,068162379865;5501,086557646147;5545,282069778572;5604,498234084391;5700,8099957687955;5882,687718591398;5992,632225614648
eqs;7547,0;7023,0;6166,0;5470,0;4868,0;4522,0;3845,0;3374,0;2311,0;2087,0;1911,0;1455,0;1195,0;915,0;863,0;663,0;548,0;485,0;423,0;307,0;288,0;267,0;168,0;158,0;141,0;93,0;86,0;81,0;74,0;54,0;49,0;44,0;29,0;26,0;24,0;15,0;8,0;4,0;2,0
