;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39
r2;0,9450083075704754;0,9455003351602151;0,9452028844316303;0,945125900257764;0,944490596509402;0,9438464078091554;0,943605129336139;0,9424785307112257;0,9402308062639234;0,9404075420617125;0,9398833661809194;0,9386448285951917;0,9383369835458213;0,9365075506676261;0,9362061276854196;0,9350343135348334;0,9344521175083716;0,9343114201870033;0,9333871655825892;0,9315799030210495;0,9309000527347664;0,9313142341503771;0,9293149413951686;0,9291438576346757;0,9281983928502802;0,9262800212040276;0,9255598505315208;0,9255367806106299;0,9255291598180325;0,9235699152747026;0,9253496153418068;0,9227974793612385;0,9220099164417415;0,9200460454693512;0,9208919247307192;0,9180157854019372;0,9150307773903084;0,9116043958665921;0,912059391755931
RMSE;4767,650450807727;4746,273709651834;4759,208298271938;4762,550218033444;4790,040044322663;4817,754167187336;4828,0934379159435;4876,080303241871;4970,436875159067;4963,08271472649;4984,862589213448;5035,950478226858;5048,568425760098;5122,912102479054;5135,057917558045;5182,005621880834;5205,173344796826;5210,756754544021;5247,28702562755;5317,9923298364265;5344,347903636654;5328,306961560202;5405,298411030989;5411,835859745795;5447,822468617407;5520,119312430795;5547,016811904508;5547,876289798286;5548,160175810846;5620,669308954153;5554,844280787505;5649,000380326541;5677,740727764498;5748,7819773384;5718,291268655362;5821,313444060549;5926,34167264918;6044,650540660219;6029,073751322683
eqs;7547,0;7023,0;6166,0;5470,0;4868,0;4522,0;3845,0;3374,0;2311,0;2087,0;1911,0;1455,0;1195,0;915,0;863,0;663,0;548,0;485,0;423,0;307,0;288,0;267,0;168,0;158,0;141,0;93,0;86,0;81,0;74,0;54,0;49,0;44,0;29,0;26,0;24,0;15,0;8,0;4,0;2,0
