;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39
r2;0,9444369102666416;0,9446885730096674;0,9434558773116254;0,9435107880416386;0,9434294652088155;0,9438668442219192;0,9435524577917446;0,9414770673036051;0,9395234897986992;0,939717212829198;0,9384908102110447;0,9360130705824432;0,9353810585790803;0,9338456780887824;0,9328083619053279;0,9312704766542818;0,9315104958209621;0,930045192615941;0,9296607052888732;0,9271161870331733;0,9264332922489924;0,9286231749988487;0,9234863463848287;0,9254310028090252;0,9242377929305479;0,9201931064428709;0,9220558519004671;0,9209483824594191;0,9197339270642315;0,9167520014357012;0,9155090198841423;0,9114860488724428;0,9137154294913502;0,9115770471059647;0,913434959144597;0,907362046085494;0,8863387942194059;0,9026264497948466;0,9080835570963531
RMSE;4790,355820218939;4779,49499268582;4832,460518388728;4830,113515944748;4833,589022436771;4814,867150479229;4828,331700028264;4916,291439184539;4997,674195648399;4989,663307151445;5040,163009145593;5140,675784530592;5166,001155869147;5227,014327637435;5267,83536989962;5327,779536290286;5318,468489636998;5375,060562898507;5389,811591740356;5486,433529502739;5512,076545160643;5429,416922960398;5621,3943092012;5549,498403227769;5593,72212342995;5741,095651479673;5673,69958554439;5713,864797653847;5757,588034320699;5863,561437023269;5907,173863294761;6046,171239994835;5969,543898873407;6043,062507550104;5979,238109964661;6185,418038652358;6851,421858555381;6341,545045191141;6161,283379134301
eqs;7518,0;6997,0;6141,0;5446,0;4837,0;4495,0;3833,0;3358,0;2294,0;2084,0;1907,0;1448,0;1195,0;918,0;870,0;666,0;549,0;488,0;422,0;307,0;290,0;266,0;168,0;158,0;141,0;93,0;86,0;81,0;74,0;54,0;49,0;44,0;29,0;26,0;24,0;15,0;8,0;4,0;2,0
