;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39
r2;0,9442323859883776;0,9445023172798485;0,944460511003055;0,9450858394686368;0,943391318185191;0,9434436630951416;0,9423095074737765;0,9413404158798852;0,9404613003618929;0,9398085018849287;0,9389111498505828;0,9379171120151636;0,9358127994120723;0,9354247774839358;0,9348364784359685;0,9347002261628535;0,9324258581035242;0,9314362213260218;0,9323138465924451;0,9308690701721106;0,9308775114863856;0,9293549602709382;0,9268450077575813;0,9275409820607909;0,9276057764434456;0,9256530208892411;0,9251154641558534;0,9246565764314187;0,9243788353959547;0,9213625361115867;0,9206342237427959;0,9207066267321902;0,9185216071000737;0,9196244716486706;0,917863403478706;0,9121959105288551;0,9107469765204694;0,905657829515633;0,9090537686306734
RMSE;4799,164222818192;4787,535466540641;4789,33834680792;4762,300040406068;4835,218456925154;4832,982425254955;4881,201125901052;4922,0278785244955;4958,773275669533;4985,883835011123;5022,911829259767;5063,613336991958;5148,714339034855;5164,2532927670545;5187,723882318082;5193,144630403197;5282,808271151566;5321,3515556303555;5287,184873703611;5343,3150125776765;5342,9887767062955;5401,512883190647;5496,6307574939;5470,421637124143;5467,9752068652415;5541,230842403318;5561,227357632571;5578,2407588644;5588,512930618313;5698,877592926327;5725,207263418354;5722,595201126136;5800,905712803448;5761,512385359156;5824,289194881719;6021,877979662737;6071,360878518083;6242,0538534429315;6128,679820163204
eqs;7518,0;6997,0;6141,0;5446,0;4837,0;4495,0;3833,0;3358,0;2294,0;2084,0;1907,0;1448,0;1195,0;918,0;870,0;666,0;549,0;488,0;422,0;307,0;290,0;266,0;168,0;158,0;141,0;93,0;86,0;81,0;74,0;54,0;49,0;44,0;29,0;26,0;24,0;15,0;8,0;4,0;2,0
