;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39
r2;0,9450532026440996;0,9453684180743691;0,9444521362998435;0,9447989313036931;0,9439995134607571;0,9432686769976872;0,9437232497262612;0,9423867166576109;0,9402750886404433;0,9399683186900147;0,9389158414627853;0,9389785805784896;0,9365521137098233;0,9358944953114393;0,9354339137307109;0,9340720430830924;0,9312841550406805;0,9307873385092577;0,9318690607588769;0,9280203491574233;0,930854358038386;0,9295075450827193;0,9268916566960418;0,9260104173274517;0,9287022348160836;0,9254956017815634;0,9238036372841608;0,9253307772630844;0,9236653970404716;0,9226906559928784;0,9214089565740837;0,9201511347266771;0,9134579512778859;0,9146134520823358;0,9128614227049675;0,9130858048549036;0,9102045423225137;0,9067156064192086;0,9099035669823085
RMSE;4789,7046374463025;4775,946234497919;4815,830817379085;4800,774244405655;4835,411522427685;4866,861605199376;4847,323966976469;4904,546472234886;4993,6177825188615;5006,425920572838;5050,121638345426;5047,527499609048;5146,904620223215;5173,508926371132;5192,060829556259;5246,532284055129;5356,313482364545;5375,641720561207;5333,468432839778;5482,042634321321;5373,0384379707975;5425,113874386808;5524,856625437373;5558,054869043517;5456,014295051955;5577,357674041847;5640,331910392582;5583,523601474989;5645,446114639148;5681,376035084723;5728,277758638539;5773,9353300095045;6011,060886376617;5970,796490415452;6031,742229794597;6023,971345088354;6123,006565369845;6240,825468806707;6133,259491205595
eqs;7538,0;7031,0;6165,0;5468,0;4861,0;4521,0;3842,0;3377,0;2315,0;2095,0;1913,0;1455,0;1201,0;919,0;866,0;666,0;550,0;488,0;421,0;307,0;290,0;266,0;168,0;158,0;140,0;93,0;86,0;81,0;74,0;54,0;49,0;44,0;29,0;26,0;24,0;15,0;8,0;4,0;2,0
