;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39
r2;0,9455291561118447;0,944378675195362;0,9452385476053037;0,9441724472350869;0,9438474389946166;0,9435047667380839;0,9432917768166975;0,9416284309034613;0,9397944692873132;0,9389652453204614;0,9383805585226846;0,9364135761566426;0,9356226198603427;0,9332582707323951;0,9334356480540724;0,9326802969621101;0,933367450884006;0,9313072795704679;0,9315053381259581;0,9291013654793905;0,9303806924595789;0,9293746486583507;0,9276985926042212;0,9261831979269346;0,9246103767613446;0,9246074219460481;0,9253577355638348;0,9242892522125585;0,923844473819857;0,9235839337379806;0,9233984480123936;0,9225125582433165;0,9222879457002466;0,92103667107631;0,9205249719653736;0,9193280655120326;0,914099558657485;0,908192479289505;0,9092568857161294
RMSE;4768,915120829667;4819,014192389335;4781,619566437029;4827,93968974919;4841,972573280405;4856,72422477712;4865,870661724497;4936,716921310434;5013,669886697166;5048,078997798252;5072,20058377855;5152,520652613237;5184,4679065497785;5278,8128889745285;5271,793557504959;5301,620497720283;5274,493421270796;5355,412142555993;5347,686062945572;5440,721257167628;5391,4103818632;5430,225334535874;5494,281623604329;5551,561486389681;5610,393560231163;5610,503505828222;5582,515583101182;5622,329689950329;5638,820273377821;5648,457684970192;5655,308817950368;5687,916371344882;5696,154176363951;5741,8291452327485;5760,4032378485035;5803,617433227089;5988,736964070897;6191,2261869297245;6155,231350627289
eqs;7538,0;7031,0;6165,0;5468,0;4861,0;4521,0;3842,0;3377,0;2315,0;2095,0;1913,0;1455,0;1201,0;919,0;866,0;666,0;550,0;488,0;421,0;307,0;290,0;266,0;168,0;158,0;140,0;93,0;86,0;81,0;74,0;54,0;49,0;44,0;29,0;26,0;24,0;15,0;8,0;4,0;2,0
