;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39
r2;0,9448233713614492;0,9444320838055035;0,944028687158984;0,943429815115049;0,9434251567118128;0,9433252668398626;0,9431026966489928;0,9423559748272969;0,9409536005374434;0,9397779063755519;0,9403035232550524;0,9394884781126505;0,9379486489172841;0,9366316758914999;0,936997618327043;0,9359769857831273;0,9351287426148182;0,9345362034561476;0,9339751926006893;0,9334650183143355;0,9326410838076922;0,9326571029293718;0,9315985184062193;0,9305959034628699;0,9303296783600317;0,9280098051449264;0,9281942902415288;0,9276380701255158;0,9268511976906868;0,9259398377360892;0,9254056188293045;0,9251150730956779;0,9239816875179754;0,9226932526130975;0,9225903318118908;0,9213189055812154;0,917522659953414;0,9139110368390558;0,9114661388203169
RMSE;4775,660489324525;4792,563980407737;4809,928390764068;4835,5921397126185;4835,791234645712;4840,058445189999;4849,552951033182;4881,272054847668;4940,29148855607;4989,23302924944;4967,41236377026;5001,207822198545;5064,440637573772;5117,90210756013;5103,103157998921;5144,2719860776915;5178,238171761443;5201,8336305759385;5224,0753860595905;5244,219785926843;5276,590719235531;5275,963249409561;5317,26883473448;5356,096789432915;5366,359603069975;5454,97215961653;5447,978105557644;5469,037916659844;5498,693008424425;5532,841046691256;5552,760239148575;5563,5637530319345;5605,507992970975;5652,812291844776;5656,573919899933;5702,838330513763;5838,794456186134;5965,263091868497;6049,375826568371
eqs;7547,0;7023,0;6166,0;5470,0;4868,0;4522,0;3845,0;3374,0;2311,0;2087,0;1911,0;1455,0;1195,0;915,0;863,0;663,0;548,0;485,0;423,0;307,0;288,0;267,0;168,0;158,0;141,0;93,0;86,0;81,0;74,0;54,0;49,0;44,0;29,0;26,0;24,0;15,0;8,0;4,0;2,0
